Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2021;1º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;73,20;5;8;2;15;68306;
2021;1º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;193,73;292;903;130;1325;1507209;
2021;1º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;0;0;2;4843;
2021;1º;05349595;CAIXA CONSÓRCIOS S.A ADMINISTRADORA DE CONSÓRCIOS;588,94;98;137;43;278;166400;
2021;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;44,91;3;11;0;14;66792;
2021;1º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;1;6;1;8;16178;
2021;1º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;2.710,23;36;30;1;67;13283;
2021;1º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.; ;1;1;2;4;7312;
2021;1º;07336852;CONBRAV - ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;2;0;3;5133;
2021;1º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.;482,16;3;8;0;11;6222;
2021;1º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;457,81;36;107;14;157;78635;
2021;1º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.;159,17;3;10;1;14;18847;
2021;1º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO;5.014,17;46;39;7;92;9174;
2021;1º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;123,78;23;76;9;108;185804;
2021;1º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.; ;1;13;2;16;9566;
2021;1º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;190,37;33;143;22;198;173343;
2021;1º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;3;2;5;57304;
2021;1º;45725975;FINAMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;0;2;6892;
2021;1º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE;103,70;3;1;0;4;28928;
2021;1º;28672400;GLOBEX ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;2;2;0;
2021;1º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;318,26;32;81;21;134;100546;
2021;1º;02798858;GOVESA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;6;1;9;10244;
2021;1º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;1;0;0;1;2022;
2021;1º;26253658;GUARAPIRANGA VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;2407;
2021;1º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;16;3;19;157491;
2021;1º;06181431;ITAUNA ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;2;4;5374;
2021;1º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;89,88;32;128;23;183;356024;
2021;1º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;10;0;11;84279;
2021;1º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;5;1;6;28533;
2021;1º;46349106;MERCABENCO ADMINISTRADORA DE CONSORCIO LTDA; ;0;4;0;4;13894;
2021;1º;64479991;MINAUTO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;0;1;627;
2021;1º;05126027;MOTOASA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;2;0;3;16072;
2021;1º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;748,09;26;26;0;52;34755;
2021;1º;05395814;NOVOTEMPO ADMINISTRADORA DE CONSORCIOS LTDA.;1.002,75;4;1;0;5;3989;
2021;1º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA; ;0;3;1;4;0;
2021;1º;16551061;PONTA ADMINISTRADORA DE CONSORCIOS LTDA;22,04;5;39;9;53;226805;
2021;1º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA;95,88;17;42;11;70;177301;
2021;1º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;4;0;4;13942;
2021;1º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;6;3;10;37089;
2021;1º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;5;2;7;67992;
2021;1º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;2;7;3;12;21126;
2021;1º;62246228;REDENÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;0;1;1309;
2021;1º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.;174,08;3;24;7;34;17233;
2021;1º;28904092;RESERVA ADMINISTRADORA DE CONSÓRCIO LTDA;5.465,58;54;17;1;72;9880;
2021;1º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;89,96;8;57;16;81;88925;
2021;1º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;256,96;77;228;42;347;299653;
2021;1º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;2;4;22661;
2021;1º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA;95,05;5;8;1;14;52602;
2021;1º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.;483,63;3;1;1;5;6203;
2021;1º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;8;1;9;5514;
2021;1º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;4128;
2021;1º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;1;0;2;3849;
2021;1º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;2;0;3;14270;
2021;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;1.296,38;8;5;0;13;6171;
2021;1º;83553883;UNIÃO CATARINENSE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;2;2;8328;
2021;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;245,88;5;28;2;35;20335;
2021;1º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;3;0;3;17773;
2021;1º;49995293;VINAC ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;17617;
2021;1º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;13082;
2021;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;54,04;6;11;2;19;111028;
2021;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;355,26;5;16;1;22;14074;
