Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2016;1º;87636635;SPONCHIADO ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;1;1;7011;
2016;1º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSORCIO LTDA; ;0;3;3;6;18208;
2016;1º;53211488;TARRAF ADMINISTRADORA DE CONSORCIOS LTDA; ;0;3;0;3;11722;
2016;1º;59956185;TRADICAO ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;6;7;9685;
2016;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA; ;0;4;6;10;10071;
2016;1º;81269516;UNILANCE ADMINISTRADORA DE CONSORCIOS LTDA; ;1;13;14;28;16933;
2016;1º;56360266;VALTRA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;2;4;13504;
2016;1º;49995293;VINAC ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;1;1;18359;
2016;1º;74118381;VOLVO ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;3;5;9623;
2016;1º;47458153;YAMAHA ADMINISTRADORA DE CONSORCIO LTDA;38,75;5;12;5;22;129003;
2016;1º;23367634;ZEMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;3;16;19;11215;
