Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2020;2º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;33;7;42;18332;
2020;2º;28904092;RESERVA ADMINISTRADORA DE CONSÓRCIO LTDA;2.843,60;24;17;3;44;8440;
2020;2º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;54,41;5;48;16;69;91883;
2020;2º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;87,23;24;104;47;175;275121;
2020;2º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;5;0;5;22802;
2020;2º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;1;6;3;10;55136;
2020;2º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;1;2;3595;
2020;2º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;5254;
2020;2º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;4515;
2020;2º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;1;2;5085;
2020;2º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;5;1;8;11740;
2020;2º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA; ;0;11;0;11;19178;
2020;2º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;2;0;3;2307;
2020;2º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;12294;
2020;2º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;26,02;3;18;4;25;115262;
2020;2º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA; ;2;6;2;10;13723;
