Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2019;2º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;2;2;25113;
2019;2º;46349106;MERCABENCO MERCANTIL E ADMINISTRADORA DE BENS E CONSÓRCIOS LTDA.; ;0;2;0;2;12768;
2019;2º;05126027;MOTOASA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;15306;
2019;2º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;435,79;14;41;5;60;32125;
2019;2º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA;1.186,23;6;11;11;28;5058;
2019;2º;16551061;PONTA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;8;10;18;138305;
2019;2º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA;19,55;3;32;18;53;153394;
2019;2º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;1;2;14132;
2019;2º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;3;3;7;42923;
2019;2º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;7;3;10;65572;
2019;2º;66228966;REALIZA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;3;5;10;11344;
2019;2º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;1;3;4;8;21681;
2019;2º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;20;23;43;19600;
2019;2º;28904092;RESERVA ADMINISTRADORA DE CONSÓRCIO LTDA; ;1;0;2;3;2062;
2019;2º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;59,77;6;32;23;61;100377;
2019;2º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;65,94;12;71;44;127;181957;
2019;2º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;5;2;7;24954;
2019;2º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;1;2;1;4;57588;
2019;2º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;5176;
2019;2º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;5256;
2019;2º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;0;0;2;7132;
2019;2º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;0;2;13429;
2019;2º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;1;2;9646;
2019;2º;83553883;UNIÃO CATARINENSE ADMINISTRADORA DE CONSORCIOS LTDA; ;2;0;1;3;8231;
2019;2º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA; ;0;10;3;13;16501;
2019;2º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;17541;
2019;2º;49995293;VINAC ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;18235;
2019;2º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;2305;
2019;2º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;5;6;12399;
2019;2º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;2;13;15;115504;
2019;2º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA; ;0;12;5;17;12604;
