Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2022;1º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;2;1;4;5130;
2022;1º;72461643;CAMVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;2293;
2022;1º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A; ;0;8;1;9;65682;
2022;1º;13170428;CIMAVEL ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;3011;
2022;1º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;0;6;0;6;12116;
2022;1º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;4.310,73;48;23;0;71;11135;
2022;1º;05349595;CNP CONSÓRCIO S.A. ADMINISTRADORA DE CONSÓRCIOS;452,72;70;78;10;158;154619;
2022;1º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.;334,85;5;14;0;19;14932;
2022;1º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;7309;
2022;1º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.;873,36;5;1;1;7;5725;
2022;1º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;171,94;11;42;8;61;63973;
2022;1º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.;275,60;5;6;1;12;18142;
2022;1º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO;1.375,51;18;14;1;33;13086;
2022;1º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;183,09;30;55;4;89;163848;
2022;1º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;6;1;7;10475;
2022;1º;08570707;ELDORADO ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;7011;
2022;1º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;156,61;25;86;6;117;159629;
2022;1º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.;55,12;3;5;1;9;54419;
2022;1º;78688462;FIPAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;0;0;1;6746;
2022;1º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE; ;0;1;0;1;29378;
2022;1º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;337,02;30;94;1;125;89014;
2022;1º;91338228;GRAVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;3085;
2022;1º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;2;0;2;1719;
2022;1º;03586655;H. ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;0;0;1;1210;
2022;1º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;6;1;9;192633;
2022;1º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;83,64;35;62;6;103;418413;
2022;1º;42421776;ITAÚ UNIBANCO VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;0;
2022;1º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA;45,49;4;7;0;11;87929;
2022;1º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;33528;
2022;1º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;5;0;5;25512;
2022;1º;46349106;MERCABENCO ADMINISTRADORA DE CONSORCIO LTDA; ;1;0;0;1;14333;
2022;1º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;353,35;10;17;1;28;28300;
2022;1º;05395814;NOVOTEMPO ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;1;0;1;4214;
2022;1º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA; ;1;4;0;5;0;
2022;1º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA;102,93;21;28;6;55;204022;
2022;1º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;0;1;14571;
2022;1º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;3;0;3;33845;
2022;1º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;4;1;6;74908;
2022;1º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;2;4;0;6;23823;
2022;1º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.;368,09;6;13;2;21;16300;
2022;1º;28904092;RESERVA ADMINISTRADORA DE CONSÓRCIO LTDA;1.553,13;7;10;1;18;4507;
2022;1º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;125,14;11;32;7;50;87895;
2022;1º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;154,57;54;106;11;171;349346;
2022;1º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;1;2;20658;
2022;1º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;1;1;0;2;54579;
2022;1º;16551061;SICOOB ADMINISTRADORA DE CONSÓRCIOS LTDA.;37,06;10;28;1;39;269771;
2022;1º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;11086;
2022;1º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;0;0;2;4821;
2022;1º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;4319;
2022;1º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;0;1;4077;
2022;1º;05551841;TÁGIDE ADMINISTRADORA DE CONSÓRCIOS LTDA.;2.726,28;5;3;0;8;1834;
2022;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;539,40;9;7;0;16;16685;
2022;1º;78199262;TRIÂNGULO ADMINISTRADORA DE CONSÓRCIOS LTDA;368,91;3;0;0;3;8132;
2022;1º;83553883;UNIÃO CATARINENSE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;0;1;8350;
2022;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;255,93;6;12;1;19;23443;
2022;1º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;0;2;17430;
2022;1º;45594223;VEMAR ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;0;1;756;
2022;1º;49995293;VINAC ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;16893;
2022;1º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;2395;
2022;1º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;0;1;13042;
2022;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;35,83;4;14;0;18;111623;
2022;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA; ;2;6;0;8;17412;
