Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2022;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;78,00;129;134;28;291;1653701;
2022;2º;36770683;BBC ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;0;
2022;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;15;1;17;71554;
2022;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;263,15;415;501;48;964;1577020;
2022;2º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;2;0;2;5214;
2022;2º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;4;0;5;5304;
2022;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A; ;1;9;2;12;64926;
2022;2º;00266031;CICAL ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;0;0;1;1831;
2022;2º;59129403;CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.; ;2;6;0;8;11077;
2022;2º;62798475;CNK ADMINISTRADORA DE CONSÓRCIO LTDA.;1.976,77;24;38;0;62;12141;
2022;2º;05349595;CNP CONSÓRCIO S.A. ADMINISTRADORA DE CONSÓRCIOS;1.275,63;187;181;28;396;146594;
2022;2º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.;329,81;7;14;2;23;21224;
2022;2º;44474674;COMAUTO ADMINISTRADORA DE CONSORCIO LTDA; ;3;1;0;4;7023;
2022;2º;92459213;CONESUL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;0;2;654;
2022;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.;1.794,45;11;3;0;14;6130;
2022;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;791,99;51;102;8;161;64394;
2022;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.;337,95;6;12;1;19;17754;
2022;2º;61550836;COOPERATIVA MISTA ROMA;1.807,15;28;43;2;73;15494;
2022;2º;05794450;DESTAQUE ADMINISTRADORA DE CONSORCIOS LTDA; ;2;0;0;2;508;
2022;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;457,77;71;82;10;163;155099;
2022;2º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.;400,10;6;6;0;12;14996;
2022;2º;08570707;ELDORADO ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;0;2;6408;
2022;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;253,70;41;138;9;188;161607;
2022;2º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.;594,27;32;6;0;38;53847;
2022;2º;33350620;FEDERACAO NAC. DE ASSOCIACOES DOS SERVIDORES DO BCO CENTRAL; ;0;1;0;1;164;
2022;2º;45725975;FINAMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;4977;
2022;2º;04751943;FRANCAUTO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;1;0;3;1735;
2022;2º;82942400;GAMBATTO ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;2;0;2;4060;
2022;2º;47820097;GAPLAN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;12730;
2022;2º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;1.231,85;111;112;14;237;90108;
2022;2º;91338228;GRAVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;3;0;5;3040;
2022;2º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;2;0;2;1928;
2022;2º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA;86,26;18;24;1;43;208650;
2022;2º;03403333;IRMÃOS DE MARCO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;221;
2022;2º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;190,08;91;142;12;245;478728;
2022;2º;37137767;JORLAN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;1;0;3;0;
2022;2º;41629070;KLUBI ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;2;2;5;1604;
2022;2º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;4;11;0;15;89435;
2022;2º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;3;1;1;5;35090;
2022;2º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA;269,07;7;2;0;9;26015;
2022;2º;76853043;MENEGALLI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;2;0;3;4801;
2022;2º;46349106;MERCABENCO ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;1;3;14363;
2022;2º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;737,46;22;32;3;57;29832;
2022;2º;05652765;NANUQUE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;1;0;3;11324;
2022;2º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA;672,33;162;91;9;262;240953;
2022;2º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;0;2;14422;
2022;2º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;3;3;0;6;32631;
2022;2º;09111444;PROMOVE ADMINISTRADORA DE CONSÓRCIO LTDA.;3.362,75;16;1;0;17;4758;
2022;2º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;3;7;0;10;81356;
2022;2º;06181431;RCN ADMINISTRADORA DE CONSORCIO NACIONAL LTDA; ;2;1;0;3;10786;
2022;2º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;2;3;0;5;24178;
2022;2º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.;696,99;11;21;1;33;15782;
2022;2º;28904092;RESERVA ADMINISTRADORA DE CONSÓRCIO LTDA;5.064,82;25;11;0;36;4936;
2022;2º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;297,03;27;78;10;115;90897;
2022;2º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;672,52;240;231;30;501;356862;
2022;2º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;3;3;1;7;18766;
2022;2º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;1;6;0;7;55592;
2022;2º;16551061;SICOOB ADMINISTRADORA DE CONSÓRCIOS LTDA.;108,59;32;47;6;85;294685;
2022;2º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.;908,44;14;7;0;21;15411;
2022;2º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;0;2;4920;
2022;2º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;4;6;0;10;4541;
2022;2º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.;1.612,03;6;4;0;10;3722;
2022;2º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;15325;
2022;2º;05551841;TÁGIDE ADMINISTRADORA DE CONSÓRCIOS LTDA.;10.968,92;6;1;0;7;547;
2022;2º;43707203;TOYOTA ADMINISTRADORA DE CONSÓRCIOS DO BRASIL LTDA.; ;0;1;0;1;3020;
2022;2º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;1.440,40;24;14;5;43;16662;
2022;2º;78199262;TRIÂNGULO ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;1;0;2;8444;
2022;2º;83553883;UNIÃO CATARINENSE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;4;0;4;8211;
2022;2º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;248,90;6;18;1;25;24106;
2022;2º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;4;3;0;7;18373;
2022;2º;45594223;VEMAR ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;0;0;2;751;
2022;2º;49995293;VINAC ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;1;0;2;16415;
2022;2º;22245020;VIVIANI ADMINISTRADORA DE CONSÓRCIO NACIONAL LTDA.; ;0;1;0;1;997;
2022;2º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;4;0;4;13010;
2022;2º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.; ;1;3;0;4;59672;
2022;2º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;131,51;15;24;3;42;114052;
2022;2º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;1.259,95;22;11;0;33;17461;
