Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2023;1º;05126027;MOTOASA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;14440;
2023;1º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;1.150,74;34;28;1;63;29546;
2023;1º;05395814;NOVOTEMPO ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;1;0;1;4563;
2023;1º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA; ;2;2;0;4;0;
2023;1º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA;896,17;227;115;13;355;253300;
2023;1º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;1;4;1;6;13775;
2023;1º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;3;0;4;30223;
2023;1º;09111444;PROMOVE ADMINISTRADORA DE CONSÓRCIO LTDA.;3.504,67;18;5;0;23;5136;
2023;1º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;1;3;82752;
2023;1º;06181431;RCN ADMINISTRADORA DE CONSORCIO NACIONAL LTDA;640,90;7;1;1;9;10922;
2023;1º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;4;7;1;12;24122;
2023;1º;62246228;REDENÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;2;0;4;1897;
2023;1º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;8;0;10;15436;
2023;1º;28904092;RESERVA ADMINISTRADORA DE CONSÓRCIO LTDA;4.468,81;22;15;2;39;4923;
2023;1º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;246,04;23;44;8;75;93479;
2023;1º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;522,62;183;191;12;386;350158;
2023;1º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;5;0;5;18162;
2023;1º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;1;3;0;4;60755;
2023;1º;16551061;SICOOB ADMINISTRADORA DE CONSÓRCIOS LTDA.;40,01;13;29;4;46;324843;
2023;1º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.;476,14;9;4;2;15;18902;
2023;1º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;0;0;1;4539;
2023;1º;04058605;SOLUÇÃO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;10827;
2023;1º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;1;2;4972;
2023;1º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;16382;
2023;1º;05551841;TÁGIDE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1; ;
2023;1º;43707203;TOYOTA ADMINISTRADORA DE CONSÓRCIOS DO BRASIL LTDA.; ;0;1;0;1;4986;
2023;1º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;888,32;14;6;1;21;15760;
2023;1º;83553883;UNIÃO CATARINENSE ADMINISTRADORA DE CONSORCIOS LTDA; ;1;0;0;1;8107;
2023;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;396,27;10;4;3;17;25235;
2023;1º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;1;1;18129;
2023;1º;45594223;VEMAR ADMINISTRADORA DE CONSÓRCIO LTDA.; ;3;1;0;4;590;
2023;1º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.;2.982,10;6;1;1;8;2012;
2023;1º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;2;0;3;12865;
2023;1º;40011095;XS5 ADMINISTRADORA DE CONSÓRCIOS S.A.;426,69;35;11;1;47;82026;
2023;1º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;50,83;6;16;4;26;118024;
2023;1º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA;852,09;14;13;2;29;16430;
