Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2018;2º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;3;4;12882;
2018;2º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.;135,45;6;5;6;17;44296;
2018;2º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;3;4;61988;
2018;2º;66228966;REALIZA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;17;34;51;11344;
2018;2º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;0;3;5;8;26427;
2018;2º;62246228;REDENÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;2120;
2018;2º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;27;22;50;20413;
2018;2º;80402746;RIVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;4816;
2018;2º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;37;47;86;105467;
2018;2º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;21,55;3;40;37;80;139147;
2018;2º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;2;2;26441;
2018;2º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;3;6;9;58385;
2018;2º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;4341;
2018;2º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;0;3;3;5104;
2018;2º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;3;3;6;5678;
2018;2º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;6;0;6;8035;
2018;2º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;1;3;12000;
2018;2º;05551841;TÁGIDE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;1438;
2018;2º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;1;3;5;10234;
2018;2º;83553883;UNIÃO CATARINENSE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;1;1;8619;
2018;2º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA; ;0;14;8;22;13120;
2018;2º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;0;2;16032;
2018;2º;49995293;VINAC ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;0;1;1;18476;
2018;2º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;3;4;7;11708;
2018;2º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;2;6;14;22;110974;
2018;2º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA; ;1;10;14;25;14699;
