Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2017;2º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;12,26;4;43;40;87;326166;
2017;2º;02798858;GOVESA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;3;0;3;10765;
2017;2º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;2;0;2;8545;
2017;2º;26253658;GUARAPIRANGA VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;5885;
2017;2º;03586655;H. ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;5010;
2017;2º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;2;4;87641;
2017;2º;06181431;ITAUNA ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;1;3;5738;
2017;2º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;16,78;12;148;131;291;714891;
2017;2º;42421776;ITAÚ UNIBANCO VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;24;38;64;118887;
2017;2º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;12;0;12;134304;
2017;2º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;1;2;26953;
2017;2º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;2;1;3;28313;
2017;2º;46349106;MERCABENCO MERCANTIL E ADMINISTRADORA DE BENS E CONSÓRCIOS LTDA.; ;1;3;0;4;11970;
2017;2º;05126027;MOTOASA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;24791;
2017;2º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.; ;1;18;34;53;93035;
2017;2º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA; ;0;13;21;34;28599;
2017;2º;16551061;PONTA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;10;8;18;75515;
2017;2º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA; ;2;9;32;43;175667;
2017;2º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;3;4;12820;
2017;2º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;23;7;30;41384;
2017;2º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;8;0;8;50488;
2017;2º;66228966;REALIZA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;72;7;80;47323;
2017;2º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;1;5;10;16;99071;
2017;2º;62246228;REDENÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;0;1;1;5219;
2017;2º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;14;28;42;57077;
2017;2º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;36,94;6;44;28;78;162408;
2017;2º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;47,50;5;36;37;78;105262;
2017;2º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;2;7;4;13;65323;
2017;2º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;1;1;3;6135;
2017;2º;87852273;SINOSSERRA ADMINISTRADORA DE CONSÓRCIOS S/A.; ;0;1;3;4;12785;
2017;2º;87636635;SPONCHIADO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;2;1;3;16443;
2017;2º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;1;2;16763;
2017;2º;53211488;TARRAF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;5;0;5;16853;
2017;2º;05551841;TÁGIDE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;3;1;4;4165;
2017;2º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;3;2;5;30597;
2017;2º;23852429;UNIÃO NACIONAL DOS AUDITORES FISCAIS DA RECEITA FEDERAL - UNAFISCO DE MINAS GERAIS; ;0;0;1;1;137;
2017;2º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA; ;1;10;1;12;27991;
2017;2º;81269516;UNILANCE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;32;9;41;41257;
2017;2º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;15968;
2017;2º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;2;0;2;10084;
2017;2º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;10;6;16;290786;
2017;2º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA; ;1;12;21;34;36924;
