Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2015;1º;60241809;HSBC  BRASIL  ADMINISTRADORA DE CONSORCIO LTDA; ;0;23;24;47;52068;
2015;1º;46006482;IDEROL ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;1;1; ;
2015;1º;07970374;ITABENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;1;1;0;
2015;1º;00000776;ITAU ADMINISTRADORA DE CONSORCIOS LTDA;116,45;35;376;352;763;300542;
2015;1º;42421776;ITAU UNIBANCO VEICULOS ADMINISTRADORA DE CONSORCIOS LTDA;112,84;12;71;73;156;106340;
2015;1º;06181431;ITAUNA ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;6;6;4970;
2015;1º;37137767;JORLAN ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;1;1;2036;
2015;1º;60250776;LUIZA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;3;9;12;67210;
2015;1º;04250224;MAGGI ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;6;8;17156;
2015;1º;17249375;MAPFRE ADMINISTRADORA DE CONSORCIOS S A; ;2;1;11;14;1537;
2015;1º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;1;3;21431;
2015;1º;46349106;MERCABENCO MERCANTIL E ADMINISTRADORA DE BENS E CONSORCIOS LTDA; ;1;1;0;2; ;
2015;1º;05126027;MOTOASA ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;2;0;2;13443;
2015;1º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;5;11;16;9597;
2015;1º;05652765;NANUQUE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;1;2;23480;
2015;1º;33636838;NASA ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;2;2;814;
2015;1º;50533876;PANAMERICANO ADMINISTRADORA DE CONSORCIO LTDA; ;0;8;30;38;5677;
2015;1º;16551061;PONTA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;5;6;24874;
2015;1º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSORCIOS LTDA; ;0;15;44;59;118870;
2015;1º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;4;4;12191;
2015;1º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSORCIO LTDA; ;0;14;14;28;24914;
2015;1º;91108027;RANDON ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;2;4;50802;
2015;1º;66228966;REALIZA ADMINISTRADORA DE CONSORCIOS LTDA;352,60;3;11;42;56;8508;
2015;1º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;0;8;9;17;57642;
2015;1º;62246228;REDENCAO ADMINISTRADORA DE CONSORCIO LTDA; ;0;0;2;2;3251;
2015;1º;62354055;REMAZA ADMINISTRADORA DE CONSORCIO LTDA; ;0;10;30;40;23819;
2015;1º;80402746;RIVEL ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;1;1;4741;
2015;1º;51855716;RODOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;2;34;64;100;106302;
2015;1º;80674393;SANTA FE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;0;1;2248;
2015;1º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSORCIO LTDA; ;1;8;16;25;13558;
2015;1º;96479258;SCANIA ADMINISTRADORA DE CONSORCIOS LTDA; ;0;2;1;3;25750;
2015;1º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA; ;1;1;2;4;54638;
2015;1º;87945218;SIMPALA LANCADORA E ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;0;1;4377;
2015;1º;87852273;SINOSSERRA ADMINISTRADORA DE CONSORCIOS S A; ;0;3;3;6;6249;
2015;1º;54708839;SPERTA ADMINISTRADORA DE CONSORCIO NACIONAL LTDA; ;0;1;1;2;29261;
2015;1º;87636635;SPONCHIADO ADMINISTRADORA DE CONSORCIOS LTDA; ;0;0;2;2;7626;
2015;1º;57723801;SUZUKI MOTOS ADMINISTRADORA DE CONSORCIO LTDA; ;0;5;6;11;23224;
2015;1º;53211488;TARRAF ADMINISTRADORA DE CONSORCIOS LTDA; ;0;5;1;6;13455;
2015;1º;59956185;TRADICAO ADMINISTRADORA DE CONSORCIO LTDA; ;0;5;10;15;10757;
2015;1º;83553883;UNIAO CATARINENSE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;1;2;9629;
2015;1º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA; ;0;6;6;12;8273;
2015;1º;81269516;UNILANCE ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;13;14;17021;
2015;1º;45594223;VEMAR ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;1578;
2015;1º;77038990;VOUPAR ADMINISTRADORA DE CONSORCIOS LTDA; ;0;1;0;1;0;
2015;1º;47458153;YAMAHA ADMINISTRADORA DE CONSORCIO LTDA;19,46;3;12;13;28;154134;
2015;1º;23367634;ZEMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;11;13;8450;
