Ano;Semestre;CNPJ AC;Administradora de consórcio;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade de clientes – Consorciados;
2021;2º;27268770;COIMEX ADMINISTRADORA DE CONSÓRCIOS S.A.;346,98;4;2;0;6;11528;
2021;2º;44196293;CONSHOP ADMINISTRADORA DE CONSORCIOS LTDA.;509,94;3;7;0;10;5883;
2021;2º;47658539;CONSÓRCIO NACIONAL VOLKSWAGEN - ADMINISTRADORA DE CONSÓRCIO LTDA.;406,52;28;44;3;75;68876;
2021;2º;58919903;CONVEF ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;4;0;6;8728;
2021;2º;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO – PROIBIDA DE COMERCIALIZAR COTAS DE CONSORCIO POR SI OU POR REPRESENTANTES PESSOAS FISICAS OU JURIDICAS, POR 5 ANOS, NA SUBSECAO JUDICIARIA DE MARILIA/SP;4.134,08;46;28;1;75;11127;
2021;2º;59395061;DISAL ADMINISTRADORA DE CONSÓRCIOS LTDA;155,85;27;55;2;84;173236;
2021;2º;01659838;DISBRAVE ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;9;0;9;10455;
2021;2º;08570707;ELDORADO ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;6745;
2021;2º;58113812;EMBRACON ADMINISTRADORA DE CONSÓRCIO LTDA;154,02;26;93;9;128;168801;
2021;2º;91107581;FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;59772;
2021;2º;45725975;FINAMA ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;5706;
2021;2º;04751943;FRANCAUTO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;3;1;4;1835;
2021;2º;00643742;FUNDACAO HABITACIONAL DO EXERCITO - FHE; ;1;2;0;3;30416;
2021;2º;85322204;GLOBO ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;1;0;1;5766;
2021;2º;49937055;GMAC ADMINISTRADORA DE CONSORCIOS LTDA;428,06;40;61;6;107;93444;
2021;2º;26228270;GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.; ;0;2;0;2;1741;
2021;2º;73516106;HS ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;13;2;16;180104;
2021;2º;00000776;ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.;138,90;55;89;16;160;395962;
2021;2º;60250776;LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;4;2;7;92218;
2021;2º;04250224;MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;4;0;5;31022;
2021;2º;45793395;MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA; ;1;0;0;1;25445;
2021;2º;46349106;MERCABENCO ADMINISTRADORA DE CONSORCIO LTDA; ;0;2;0;2;13997;
2021;2º;05126027;MOTOASA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;0;0;1;16338;
2021;2º;04124922;MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.;666,66;20;18;3;41;30000;
2021;2º;05395814;NOVOTEMPO ADMINISTRADORA DE CONSORCIOS LTDA.; ;1;0;0;1;4174;
2021;2º;50533876;PAN ADMINISTRADORA DE CONSORCIO LTDA; ;0;1;0;1;0;
2021;2º;48041735;PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA;144,83;28;34;11;73;193330;
2021;2º;87433413;PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA; ;1;0;0;1;14371;
2021;2º;51597300;PRIMO ROSSI ADMINISTRADORA DE CONSÓRCIO LTDA.;84,92;3;6;0;9;35324;
2021;2º;91108027;RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;1;3;0;4;72386;
2021;2º;23767155;RECON ADMINISTRADORA DE CONSORCIOS LTDA; ;1;1;3;5;21581;
2021;2º;62354055;REMAZA ADMINISTRADORA DE CONSÓRCIO LTDA.;292,96;5;10;1;16;17067;
2021;2º;28904092;RESERVA ADMINISTRADORA DE CONSÓRCIO LTDA;5.504,09;41;20;0;61;7449;
2021;2º;51855716;RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.;56,30;5;42;2;49;88804;
2021;2º;55942312;SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.;189,47;63;176;25;264;332491;
2021;2º;96479258;SCANIA ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;0;6;0;6;22249;
2021;2º;76515071;SERVOPA ADMINISTRADORA DE CONSORCIOS LTDA;56,09;3;9;0;12;53480;
2021;2º;16551061;SICOOB ADMINISTRADORA DE CONSÓRCIOS LTDA.;36,52;9;25;1;35;246384;
2021;2º;87945218;SIMPALA LANÇADORA E ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;1;0;3;8876;
2021;2º;05551841;TÁGIDE ADMINISTRADORA DE CONSÓRCIOS LTDA.; ;2;0;0;2;745;
2021;2º;59956185;TRADIÇÃO ADMINISTRADORA DE CONSÓRCIO LTDA.;734,83;14;5;3;22;19052;
2021;2º;60732997;UNIFISA ADMINISTRADORA NACIONAL DE CONSORCIOS LTDA;262,50;6;9;3;18;22857;
2021;2º;56360266;VALTRA ADMINISTRADORA DE CONSÓRCIOS LTDA; ;0;1;0;1;17589;
2021;2º;45594223;VEMAR ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;1000;
2021;2º;50827237;VKN ADMINISTRADORA DE CONSÓRCIO LTDA.; ;0;1;0;1;2258;
2021;2º;74118381;VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.; ;1;0;0;1;13717;
2021;2º;47458153;YAMAHA ADMINISTRADORA DE CONSÓRCIO LTDA.;45,24;5;6;1;12;110510;
2021;2º;23367634;ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA; ;1;5;1;7;14702;
